1	13 
2	9 
3	9 
4	13 
5	11 
6	4 
7	14 
8	7 
9	7 
10	10 
11	9 
12	10 
13	4 
14	1 
15	11 
16	11 
17	14 
18	13 
19	13 
20	10 
21	2 
22	6 
23	2 
24	1 
25	4 
26	1 
27	2 
28	8 
29	9 
30	14 
31	13 
32	14 
33	9 
34	4 
35	12 
36	4 
37	10 
38	13 
39	3 
40	13 
41	14 
42	7 
43	12 
44	14 
45	11 
46	9 
47	13 
48	14 
49	13 
50	13 
51	13 
52	14 
53	13 
54	10 
55	4 
56	4 
57	9 
58	4 
59	2 
60	13 
61	6 
62	4 
63	9 
64	13 
65	6 
66	13 
67	13 
68	14 
69	13 
70	13 
71	6 
72	7 
73	2 
74	10 
75	8 
76	1 
77	6 
78	1 
79	4 
80	3 
81	11 
82	6 
83	5 
84	13 
85	2 
86	11 
87	7 
88	1 
89	13 
90	10 
91	12 
92	8 
93	10 
94	9 
95	9 
96	6 
97	6 
98	1 
99	7 
100	1 
101	5 
102	10 
103	6 
104	11 
105	3 
106	6 
107	2 
108	6 
109	5 
110	8 
111	11 
112	13 
113	13 
114	11 
115	4 
116	12 
117	1 
118	7 
119	1 
120	13 
121	1 
122	10 
123	12 
124	4 
125	9 
126	13 
127	14 
128	13 
129	4 
130	14 
131	14 
132	13 
133	13 
134	6 
135	2 
136	1 
137	5 
138	13 
139	12 
140	7 
141	13 
142	14 
143	12 
144	1 
145	9 
146	1 
147	14 
148	5 
149	5 
150	1 
151	13 
152	13 
153	3 
154	6 
155	9 
156	1 
157	13 
158	14 
159	4 
160	9 
161	11 
162	2 
163	4 
164	2 
165	13 
166	13 
167	13 
168	13 
169	13 
170	8 
171	6 
172	3 
173	14 
174	9 
175	10 
176	14 
177	13 
178	10 
179	1 
180	12 
181	7 
182	2 
183	2 
184	9 
185	13 
186	6 
187	2 
188	6 
189	4 
190	3 
191	2 
192	9 
193	10 
194	11 
195	9 
196	1 
197	9 
198	2 
199	12 
200	10 
201	8 
202	12 
203	1 
204	14 
205	9 
206	10 
207	13 
208	13 
209	4 
210	12 
211	7 
212	6 
213	13 
214	13 
215	1 
216	14 
217	14 
218	13 
219	5 
220	5 
221	13 
222	6 
223	13 
224	5 
225	9 
226	2 
227	12 
228	5 
229	14 
230	11 
231	13 
232	14 
233	1 
234	4 
235	1 
236	13 
237	14 
238	12 
239	9 
240	2 
241	14 
242	4 
243	6 
244	6 
245	9 
246	2 
247	2 
248	6 
249	6 
250	4 
