775	192
356	354
600	518
491	483
378	204
286	24
833	512
459	137
150	62
490	58
1112	1045
192	58
674	224
671	112
393	341
984	395
127	16
147	146
333	196
1019	1017
709	554
657	106
197	176
105	16
933	339
148	12
404	104
142	140
335	245
503	203
659	578
439	216
331	301
515	316
915	446
255	195
182	125
332	142
625	93
94	7
138	11
604	578
659	256
410	44
263	203
149	12
701	459
115	17
788	571
669	179
556	267
677	344
849	301
421	376
361	194
755	158
558	75
299	140
578	353
598	100
197	16
199	127
517	491
642	215
439	210
137	11
339	72
340	339
555	221
137	19
885	552
417	376
241	151
448	134
189	15
485	61
450	51
783	205
259	200
378	148
396	187
501	470
922	333
150	140
571	341
87	6
495	58
611	578
189	76
693	355
709	483
291	204
47	3
946	724
629	93
168	166
328	193
720	557
470	467
84	6
552	438
615	91
382	42
460	131
180	14
746	724
56	51
452	241
799	218
458	106
321	317
94	82
951	588
1011	452
699	441
128	105
489	287
726	552
314	42
313	140
289	24
751	158
568	76
241	49
757	513
11	1
888	887
410	396
870	824
329	54
269	51
1020	757
80	6
219	193
668	115
1105	1070
592	327
49	3
633	243
447	422
114	10
395	370
175	14
458	257
913	316
76	49
59	58
500	430
640	440
730	372
742	600
71	59
833	248
446	210
591	142
586	445
1075	748
748	744
387	382
311	310
603	186
336	291
837	290
237	167
740	152
97	23
884	688
1005	860
259	45
795	712
444	91
743	591
124	117
214	202
573	185
631	94
322	164
609	370
784	380
576	79
429	125
215	209
344	155
507	415
1045	848
542	284
467	73
400	343
431	299
400	80
263	107
289	215
701	399
836	271
150	12
1059	549
404	228
1074	592
306	240
185	149
368	268
541	308
698	130
50	42
218	154
891	889
847	301
1073	588
409	299
805	223
839	255
333	54
393	303
251	105
331	145
921	333
477	57
314	39
838	837
501	217
1034	808
452	308
228	20
164	14
1013	464
573	152
213	204
468	303
621	598
749	306
996	564
84	76
303	42
568	353
454	86
165	112
414	276
660	562
826	240
240	230
371	146
582	101
123	16
441	49
537	72
503	263
976	831
504	62
895	332
245	31
663	188
641	545
7	3
242	20
552	542
568	235
332	137
697	321
682	117
394	42
469	55
538	392
965	367
1121	931
661	657
293	201
643	642
929	368
692	200
239	21
929	425
912	314
711	137
468	446
390	56
84	42
508	285
671	355
633	237
94	41
384	331
386	44
71	46
730	299
630	94
108	24
684	118
489	163
386	42
210	196
333	200
1098	849
373	68
795	315
662	137
338	134
354	140
724	396
431	332
595	85
706	481
900	306
489	195
495	290
792	648
532	227
265	25
355	45
207	205
153	13
290	24
970	376
817	429
729	389
10	9
178	30
332	39
393	183
710	267
462	54
975	378
367	125
772	188
868	427
834	775
217	205
176	124
305	27
214	137
210	16
481	57
238	137
135	44
444	240
848	471
702	131
564	554
332	135
119	110
131	11
538	451
182	177
210	116
168	112
210	21
322	317
194	30
887	299
403	42
859	633
339	316
666	259
420	137
1123	997
349	45
396	153
455	452
1112	1098
1026	564
1038	481
1054	527
1067	1005
436	49
709	543
900	899
327	198
451	51
418	134
329	304
506	500
884	429
162	14
1014	636
34	28
766	187
246	41
457	397
457	333
910	313
351	270
470	132
489	58
218	105
368	262
438	322
953	392
333	81
361	166
326	320
275	38
661	106
459	52
591	243
854	614
324	227
196	105
135	117
808	419
230	138
468	457
846	395
1078	634
360	40
946	347
180	82
486	477
507	147
222	198
28	13
152	12
426	57
1023	486
543	331
284	92
16	6
468	101
385	42
1085	617
594	193
847	706
571	396
675	195
888	571
888	885
274	204
827	331
727	143
56	16
507	90
1004	432
510	68
385	382
962	365
501	273
484	241
470	333
953	352
204	88
663	106
389	341
961	590
367	241
741	157
769	256
274	49
212	197
464	191
679	116
600	193
656	452
62	25
932	339
1053	546
634	608
420	45
549	223
756	396
284	105
545	73
371	41
491	58
703	687
1084	612
415	45
563	165
16	2
269	23
368	334
284	213
85	80
329	122
687	453
166	121
358	354
212	208
983	920
726	591
841	256
750	358
1098	709
281	23
872	750
439	303
161	120
755	418
322	210
638	586
168	113
829	270
1065	912
62	58
902	527
607	497
891	784
474	201
211	205
458	260
981	504
69	57
887	885
756	542
371	62
773	411
496	59
237	82
431	389
769	358
113	10
369	41
152	75
236	19
296	182
434	332
508	71
944	743
542	389
244	132
573	505
707	134
150	145
933	477
1005	932
849	479
948	350
27	6
56	55
824	238
9	2
993	410
730	393
662	156
334	41
155	131
219	88
822	237
570	76
885	784
1069	793
509	506
629	327
511	65
1090	663
412	332
405	82
79	49
507	451
778	337
193	88
833	809
466	187
599	88
697	403
668	290
765	551
336	31
387	42
4	3
756	431
300	25
34	6
206	198
848	264
468	434
658	308
38	27
500	451
116	24
237	182
1084	1080
598	568
810	470
540	507
572	399
798	216
157	21
169	70
834	512
528	69
67	4
446	116
198	162
146	52
378	275
443	248
124	24
293	40
585	330
573	76
504	299
324	321
354	146
306	27
378	316
786	780
788	434
8	1
409	408
36	2
547	132
1050	711
250	246
523	314
20	2
654	455
795	313
434	404
200	30
176	78
38	23
431	243
894	303
677	625
932	468
11	4
730	332
958	388
45	3
817	425
930	339
796	213
401	219
326	323
606	90
75	5
373	72
1020	475
208	127
837	255
373	62
1084	661
404	150
333	140
260	21
46	43
590	413
42	23
146	84
672	113
1087	935
383	44
452	369
377	134
1098	848
28	3
577	79
698	650
1036	824
1130	1073
372	134
323	192
271	200
557	75
1023	923
860	271
641	129
329	125
483	65
1088	658
996	957
488	58
446	291
23	15
241	81
672	259
322	163
396	42
155	134
327	130
386	383
1105	1004
806	224
771	515
1008	451
551	549
1001	458
245	39
396	140
331	329
569	114
363	325
698	205
700	498
354	51
79	5
377	41
468	75
198	176
748	434
816	549
62	41
446	274
1104	771
672	367
775	429
807	227
817	234
633	163
767	365
198	16
1093	680
462	76
443	50
549	344
204	194
416	355
504	140
351	134
331	105
564	278
697	320
725	199
486	483
853	691
487	460
45	13
259	50
22	11
344	38
591	381
393	284
449	51
100	96
259	88
573	150
521	509
182	14
18	3
584	171
334	31
1133	1096
306	249
705	409
47	41
756	590
717	136
136	14
660	352
943	412
314	147
889	512
689	489
404	313
677	585
454	429
501	438
603	458
52	3
942	347
568	415
432	46
108	16
490	67
590	356
287	255
468	55
886	552
929	853
153	84
390	378
1021	460
321	320
166	120
552	413
289	221
505	149
479	309
410	356
586	155
308	305
389	378
150	149
22	13
517	118
146	12
206	49
1067	907
710	573
55	49
819	772
202	16
331	248
251	31
381	380
1106	802
182	23
808	757
549	541
134	71
434	409
495	223
439	49
28	1
69	13
189	93
499	256
1066	902
240	233
316	66
460	82
378	233
1063	555
504	142
551	183
958	396
15	1
1037	480
483	477
261	21
329	284
840	701
699	162
316	146
946	940
146	143
882	441
227	25
940	748
1054	912
565	554
108	70
1002	429
351	94
300	185
945	347
1087	987
1003	908
71	66
635	98
364	207
694	255
239	147
23	1
72	64
238	41
1067	578
646	641
155	81
250	39
346	155
321	30
16	14
357	341
243	137
286	213
350	313
775	697
147	12
341	303
251	56
63	4
24	14
282	66
435	49
216	207
660	188
216	199
978	389
22	7
302	25
399	45
147	143
744	591
390	333
43	20
230	43
936	382
232	19
695	446
591	84
564	331
1014	454
190	183
1097	705
442	322
18	2
1002	922
902	558
386	332
408	407
289	56
415	106
15	14
374	41
999	427
890	381
891	357
204	196
546	523
756	726
38	19
301	25
952	819
649	140
731	728
201	49
361	80
588	188
702	156
233	137
520	305
729	726
451	275
206	128
839	287
891	341
300	152
578	227
73	5
1009	456
874	287
687	367
218	199
471	460
356	72
434	333
573	503
1034	513
950	451
895	894
157	42
696	216
648	127
726	412
632	95
503	371
298	230
774	464
409	337
501	132
330	31
585	241
508	485
438	201
554	74
366	40
117	70
549	415
476	65
427	90
314	29
981	920
654	279
569	124
454	81
784	385
452	52
457	94
640	323
239	230
755	260
371	145
140	62
437	130
452	415
497	483
584	441
633	233
872	606
22	1
786	695
568	562
650	219
1080	968
846	392
743	153
605	485
981	976
227	105
215	116
990	665
451	445
859	276
131	94
258	251
892	409
313	142
71	4
293	194
146	145
574	92
303	243
24	2
134	11
457	52
819	588
586	202
237	155
415	316
203	62
1047	675
1076	593
690	124
221	217
695	206
201	56
943	347
233	20
697	128
37	2
489	367
772	660
255	233
4	2
120	108
381	183
439	116
810	334
433	47
761	308
887	434
849	482
430	65
327	196
518	227
1046	489
333	105
378	54
322	79
30	9
246	21
578	80
313	39
483	475
742	152
1000	427
157	52
396	243
663	452
487	134
886	885
269	52
239	146
657	391
612	610
297	165
395	268
916	321
472	259
662	452
598	98
598	454
520	137
757	160
293	217
1032	468
1101	757
912	558
367	250
382	303
775	756
332	329
312	310
859	354
607	90
148	140
750	158
427	63
35	2
172	165
243	20
487	483
636	627
314	181
2	1
686	284
569	546
646	408
163	113
378	244
43	39
535	72
873	287
668	107
965	742
617	132
58	24
890	341
152	147
355	41
472	360
543	410
446	322
769	352
827	415
608	376
327	162
786	599
578	382
220	16
599	317
823	238
885	434
518	88
439	393
196	56
46	3
62	4
162	78
726	410
680	128
963	860
429	86
361	49
335	52
661	158
767	395
193	16
355	271
964	367
954	369
219	205
917	322
356	347
784	382
212	196
640	629
1054	561
238	233
501	104
597	86
953	819
300	267
565	486
510	282
246	103
243	83
245	41
660	455
364	341
209	16
411	410
649	199
176	80
936	341
128	85
995	564
1034	471
332	42
826	243
1044	487
591	388
267	140
663	134
680	532
824	278
396	299
324	128
12	1
105	42
543	335
441	118
1043	995
58	4
757	460
1066	561
289	196
354	141
22	2
314	50
958	398
987	935
532	280
367	48
701	131
1034	848
794	217
224	192
282	58
279	23
289	205
430	67
476	63
825	814
753	395
503	192
408	406
200	129
942	507
580	80
932	432
396	90
963	362
28	7
404	210
18	13
316	299
520	429
576	339
895	504
868	554
476	57
248	245
764	183
330	70
179	14
1120	930
691	663
297	162
269	256
694	689
569	117
389	332
693	367
48	46
287	122
274	127
687	532
414	105
806	699
996	480
109	24
455	188
809	230
506	69
513	238
672	130
466	241
757	471
372	279
1069	907
458	275
333	42
157	92
879	367
454	137
441	198
560	212
72	4
331	54
185	184
587	338
855	269
272	204
30	24
327	30
291	85
181	14
424	45
272	23
25	21
701	269
1098	706
996	705
413	52
147	139
253	21
265	23
184	15
50	41
472	213
1069	910
786	215
538	353
365	340
730	504
197	181
439	58
848	419
95	86
870	351
680	211
958	724
427	71
423	257
591	356
33	16
429	214
268	156
133	79
1095	878
742	596
140	84
365	40
659	572
243	241
737	723
677	116
386	303
243	214
387	385
431	410
420	329
46	39
795	765
811	302
321	202
899	306
328	204
372	280
233	91
447	51
614	103
510	72
573	556
333	78
127	116
196	77
745	153
509	427
648	205
99	7
452	268
356	39
62	59
435	321
517	441
588	269
70	10
420	259
205	85
611	91
563	121
413	137
338	50
412	396
363	221
476	427
584	401
606	376
558	543
332	44
338	31
997	423
268	106
265	101
567	183
557	267
212	211
783	198
378	42
574	77
339	281
995	483
410	407
317	30
578	403
482	301
176	24
594	518
385	341
390	194
189	183
594	85
332	41
546	429
437	105
19	11
923	855
468	315
192	16
485	430
687	434
137	131
869	564
259	21
724	389
698	198
332	48
231	57
699	584
222	193
233	28
787	725
532	113
291	205
976	398
879	287
979	657
588	243
630	376
185	183
1050	989
890	382
368	227
6	1
77	5
420	333
430	68
45	39
129	16
186	19
632	458
794	212
610	90
206	184
1035	870
81	46
254	231
904	312
267	145
460	429
82	6
689	122
683	629
182	82
250	41
467	135
241	182
811	578
780	196
961	356
746	744
218	16
420	335
201	55
648	105
265	39
120	117
554	460
255	21
172	121
698	441
908	833
328	30
504	434
354	42
892	341
786	199
612	334
642	198
692	214
886	434
396	332
484	57
660	368
390	105
601	594
367	287
1045	1026
214	116
105	21
63	62
429	46
416	185
995	482
890	388
150	63
454	115
124	113
437	56
552	411
316	29
725	143
644	105
1060	553
585	348
531	70
185	62
426	69
1003	431
181	176
691	168
245	21
453	52
629	218
593	85
322	291
776	240
786	216
54	51
382	381
896	512
363	49
233	76
842	256
69	66
584	297
361	210
552	389
126	10
481	134
945	724
480	135
307	116
368	50
119	76
780	599
156	13
379	248
523	466
148	142
710	135
44	42
467	188
397	313
578	564
213	56
881	342
9	1
500	427
988	861
783	649
743	347
607	508
770	188
504	135
1097	808
542	434
405	81
578	242
907	312
818	501
196	23
322	30
445	51
351	163
47	21
525	506
218	209
439	194
711	135
267	152
783	703
950	715
354	46
403	376
588	467
656	352
884	692
66	62
269	184
210	56
46	41
247	21
1038	709
336	205
307	105
50	39
327	56
748	746
698	215
429	405
573	354
573	84
563	168
344	181
532	333
881	330
353	51
957	564
1007	554
116	10
83	6
335	251
673	329
401	198
358	39
401	80
202	49
746	745
926	335
652	106
657	268
109	10
71	62
692	149
376	73
849	264
954	353
120	80
700	183
812	239
775	407
725	284
216	212
216	215
834	833
612	136
368	41
592	193
973	377
