1	108
1	138
1	223
1	226
2	158
2	227
2	232
2	234
3	65
3	146
3	216
3	229
4	227
4	234
4	237
4	238
5	36
5	55
5	128
5	131
6	15
6	73
6	75
6	180
7	47
7	69
7	117
7	122
8	88
8	203
8	232
8	245
9	82
9	158
9	223
9	226
10	134
10	150
10	177
10	232
11	30
11	70
11	120
11	240
12	67
12	175
12	176
12	250
13	81
13	96
13	144
13	245
14	124
14	146
14	157
14	229
15	6
15	73
15	106
15	198
16	41
16	70
16	110
16	139
17	95
17	109
17	127
17	185
18	32
18	49
18	57
18	180
19	21
19	81
19	144
19	249
20	140
20	183
20	189
20	206
21	19
21	92
21	151
21	193
22	96
22	144
22	210
22	250
23	87
23	124
23	146
23	165
24	46
24	116
24	162
24	241
25	46
25	62
25	116
25	152
26	87
26	206
26	231
26	233
27	199
27	206
27	221
27	244
28	92
28	114
28	151
28	184
29	76
29	207
29	214
29	238
30	11
30	41
30	70
30	166
31	48
31	237
31	238
31	243
32	18
32	47
32	57
32	241
33	168
33	169
33	243
33	246
34	139
34	199
34	204
34	244
35	222
35	231
35	233
35	241
36	5
36	58
36	128
36	131
37	54
37	209
37	228
37	243
38	58
38	117
38	122
38	234
39	222
39	231
39	233
39	247
40	237
40	238
40	243
40	249
41	16
41	30
41	42
41	70
42	41
42	64
42	150
42	173
43	95
43	104
43	127
43	223
44	98
44	237
44	238
44	243
45	203
45	236
45	239
45	242
46	24
46	25
46	62
46	116
47	7
47	32
47	49
47	126
48	31
48	245
48	248
48	249
49	18
49	47
49	57
49	171
50	137
50	194
50	198
50	233
51	85
51	155
51	156
51	226
52	100
52	119
52	155
52	156
52	196
53	200
53	207
53	237
53	241
53	243
54	37
54	161
54	222
54	231
54	233
55	5
55	128
55	131
55	233
55	240
56	188
56	211
56	221
56	231
56	233
57	18
57	32
57	49
57	164
57	189
58	36
58	38
58	69
58	117
58	122
59	90
59	191
59	227
59	232
59	237
60	67
60	80
60	112
60	211
60	232
61	225
61	246
61	248
61	249
61	250
62	25
62	46
62	81
62	116
62	199
63	75
63	162
63	175
63	176
63	232
64	42
64	150
64	177
64	233
64	239
65	3
65	87
65	105
65	124
65	146
66	129
66	194
66	198
66	220
66	230
67	12
67	60
67	101
67	102
67	232
68	215
68	216
68	227
68	232
68	246
69	7
69	58
69	117
69	122
69	179
70	11
70	16
70	30
70	41
70	186
71	85
71	219
71	222
71	231
71	233
72	134
72	150
72	177
72	205
72	241
73	6
73	15
73	75
73	106
73	129
74	195
74	214
74	237
74	238
74	243
75	6
75	63
75	73
75	106
75	230
76	29
76	211
76	224
76	231
76	233
77	166
77	168
77	221
77	223
77	226
78	92
78	114
78	151
78	167
79	98
79	134
79	177
79	245
79	250
80	60
80	150
80	215
80	232
80	246
81	13
81	19
81	62
81	96
81	144
82	9
82	221
82	223
82	226
82	242
83	235
83	236
83	238
83	239
83	242
84	143
84	162
84	175
84	176
84	249
85	51
85	71
85	155
85	156
85	174
86	105
86	171
86	222
86	231
86	233
87	23
87	26
87	65
87	124
87	146
88	8
88	158
88	190
88	205
88	227
89	181
89	216
89	233
89	235
89	242
90	59
90	241
90	244
90	247
90	249
91	131
91	167
91	221
91	223
91	226
92	21
92	28
92	78
92	114
92	151
93	165
93	177
93	193
93	219
93	231
93	233
94	211
94	222
94	231
94	233
94	234
94	240
95	17
95	43
95	104
95	109
95	124
95	127
96	13
96	22
96	81
96	144
96	181
96	217
97	197
97	225
97	228
97	237
97	238
97	243
98	44
98	79
98	134
98	136
98	150
98	177
99	176
99	225
99	234
99	237
99	238
99	243
100	52
100	119
100	155
100	156
100	184
100	243
101	67
101	169
101	215
101	224
101	227
101	232
102	67
102	133
102	137
102	191
102	227
102	232
103	205
103	240
103	244
103	247
103	249
103	250
104	43
104	95
104	109
104	127
104	235
104	238
105	65
105	86
105	143
105	162
105	175
105	176
106	15
106	73
106	75
106	122
106	175
106	237
107	203
107	205
107	227
107	230
107	232
107	236
108	1
108	168
108	203
108	215
108	227
108	232
109	17
109	95
109	104
109	127
109	153
109	212
110	16
110	119
110	244
110	246
110	248
110	250
111	158
111	187
111	221
111	223
111	226
111	248
112	60
112	203
112	215
112	225
112	232
112	236
113	197
113	208
113	226
113	236
113	239
113	242
114	28
114	78
114	92
114	151
114	183
114	231
115	116
115	137
115	167
115	182
115	194
115	198
115	247
116	24
116	25
116	46
116	62
116	115
116	165
116	239
117	7
117	38
117	58
117	69
117	122
117	220
117	235
118	132
118	186
118	199
118	204
118	206
118	246
118	248
119	52
119	100
119	110
119	143
119	155
119	156
119	237
120	11
120	202
120	241
120	246
120	247
120	249
120	250
121	148
121	151
121	193
121	222
121	231
121	233
121	242
122	7
122	38
122	58
122	69
122	106
122	117
122	193
123	182
123	198
123	199
123	240
123	248
123	249
123	250
124	14
124	23
124	65
124	87
124	95
124	146
124	247
125	134
125	172
125	218
125	235
125	236
125	239
125	242
126	47
126	175
126	234
126	241
126	247
126	249
126	250
127	17
127	43
127	95
127	104
127	109
127	182
127	235
128	5
128	36
128	55
128	131
128	177
128	210
128	234
129	66
129	73
129	170
129	182
129	194
129	198
129	231
130	214
130	228
130	237
130	238
130	243
130	249
130	250
131	5
131	36
131	55
131	91
131	128
131	215
131	231
132	118
132	186
132	189
132	190
132	199
132	204
132	206
132	248
133	102
133	191
133	205
133	215
133	227
133	232
133	235
133	247
134	10
134	72
134	79
134	98
134	125
134	145
134	177
134	225
135	218
135	224
135	231
135	235
135	236
135	239
135	242
135	244
136	98
136	138
136	179
136	180
136	187
136	221
136	223
136	226
137	50
137	102
137	115
137	167
137	170
137	182
137	194
137	198
138	1
138	136
138	187
138	221
138	223
138	226
138	229
138	244
139	16
139	34
139	186
139	189
139	199
139	204
139	206
139	243
140	20
140	176
140	186
140	189
140	204
140	206
140	212
140	213
141	149
141	166
141	187
141	220
141	221
141	222
141	223
141	226
142	168
142	184
142	215
142	224
142	235
142	236
142	239
142	242
143	84
143	105
143	119
143	162
143	175
143	176
143	214
143	242
144	13
144	19
144	22
144	81
144	96
144	178
144	230
144	247
145	134
145	229
145	236
