degree distribution (probability density function of the degree in logarithmic bins) 
4.36735	0.357872
6	0.083135
7.46512	0.0967697
9.42857	0.0247334
12.3529	0.023577
15.1667	0.0195974
19.625	0.00683754
24.1429	0.0046967
31.1818	0.00579391
40.2	0.00206745

degree distribution (degree-occurrences) 
4	0.248
5	0.144
6	0.116
7	0.092
8	0.08
9	0.032
10	0.024
11	0.012
12	0.02
13	0.036
14	0.02
15	0.036
17	0.016
18	0.012
20	0.008
21	0.012
22	0.004
23	0.008
24	0.008
26	0.004
27	0.004
28	0.004
29	0.004
30	0.016
32	0.004
33	0.008
34	0.008
36	0.004
38	0.004
39	0.004
43	0.004
45	0.004


--------------------------------------
community distribution (size-occurrences)
6	0.142857
7	0.142857
9	0.0714286
12	0.0714286
13	0.0714286
14	0.0714286
16	0.0714286
18	0.0714286
28	0.0714286
32	0.0714286
37	0.0714286
45	0.0714286


--------------------------------------
mixing parameter
0.4	0.004
0.5	0.072
0.571429	0.008
0.6	0.076
0.626623	0.028
0.64652	0.012
0.666972	0.156
0.695613	0.108
0.71273	0.148
0.730736	0.028
0.75	0.248
0.77208	0.012
0.8	0.068
0.832428	0.032

--------------------------------------
